date-time,temperature,humidity
2020-05-18 22:56:58.926026,24.600000381469727,51.20000076293945
2020-05-18 22:57:09.733151,24.600000381469727,51.20000076293945
2020-05-18 23:04:17.981969,24.600000381469727,51.099998474121094
2020-05-18 23:05:11.107601,24.600000381469727,51.0
2020-05-18 23:06:05.801854,24.600000381469727,51.0
2020-05-18 23:07:09.970484,24.600000381469727,51.400001525878906
2020-05-18 23:08:07.973919,24.600000381469727,50.79999923706055
2020-05-18 23:09:22.140673,24.600000381469727,50.599998474121094
2020-05-18 23:10:06.051576,24.600000381469727,50.599998474121094
2020-05-18 23:11:10.928119,24.700000762939453,50.5
2020-05-18 23:12:03.723087,24.700000762939453,50.5
2020-05-18 23:13:10.342834,24.700000762939453,50.29999923706055
2020-05-18 23:14:12.664005,24.799999237060547,50.599998474121094
2020-05-18 23:15:20.610760,24.799999237060547,50.20000076293945
2020-05-18 23:16:04.950634,24.799999237060547,49.79999923706055
2020-05-18 23:17:14.447451,24.799999237060547,50.0
2020-05-18 23:18:09.081465,24.799999237060547,49.900001525878906
2020-05-18 23:19:07.884800,24.899999618530273,49.79999923706055
2020-05-18 23:20:07.942059,24.899999618530273,49.599998474121094
2020-05-18 23:21:08.435036,24.899999618530273,49.5
2020-05-18 23:22:05.702966,24.899999618530273,49.599998474121094
2020-05-18 23:23:03.550873,24.899999618530273,49.599998474121094
2020-05-18 23:24:03.502508,24.899999618530273,49.70000076293945
2020-05-18 23:25:15.674192,24.700000762939453,52.5
2020-05-18 23:25:19.644143,24.700000762939453,52.29999923706055
2020-05-18 23:26:15.620254,24.100000381469727,52.79999923706055
2020-05-18 23:27:04.482200,23.600000381469727,54.20000076293945
2020-05-18 23:28:06.011154,23.100000381469727,56.29999923706055
2020-05-18 23:28:48.873701,23.0,56.29999923706055
2020-05-18 23:29:07.030334,22.600000381469727,57.70000076293945
2020-05-18 23:30:03.108322,22.600000381469727,58.29999923706055
2020-05-18 23:56:25.053916,20.899999618530273,67.30000305175781
2020-05-19 00:22:13.771970,20.899999618530273,67.19999694824219
2020-05-19 00:25:05.605702,20.899999618530273,67.69999694824219
2020-05-19 00:30:03.455630,20.899999618530273,67.69999694824219
2020-05-19 00:35:03.155269,20.899999618530273,68.0999984741211
2020-05-19 00:40:08.120490,20.799999237060547,67.69999694824219
2020-05-19 00:45:03.124054,20.899999618530273,67.69999694824219
2020-05-19 00:50:08.226793,20.799999237060547,67.5
2020-05-19 00:55:03.465378,20.799999237060547,67.4000015258789
2020-05-19 01:00:03.634680,20.799999237060547,67.4000015258789
2020-05-19 01:05:05.775166,20.799999237060547,67.5999984741211
2020-05-19 01:10:08.761314,20.799999237060547,67.4000015258789
2020-05-19 01:15:03.324801,20.799999237060547,67.30000305175781
2020-05-19 01:20:05.718180,20.899999618530273,66.9000015258789
2020-05-19 01:25:08.165788,20.799999237060547,66.80000305175781
2020-05-19 01:30:02.995042,20.799999237060547,66.80000305175781
2020-05-19 01:35:03.338529,20.899999618530273,66.5
2020-05-19 01:40:03.601785,20.899999618530273,66.30000305175781
2020-05-19 01:45:03.192529,20.899999618530273,66.80000305175781
2020-05-19 01:50:03.002838,20.799999237060547,66.9000015258789
2020-05-19 01:55:11.023075,20.700000762939453,66.30000305175781
2020-05-19 02:00:03.042343,20.700000762939453,66.30000305175781
2020-05-19 02:05:03.499034,20.700000762939453,66.30000305175781
2020-05-19 02:10:03.447394,20.700000762939453,66.30000305175781
2020-05-19 02:15:03.275887,20.700000762939453,66.5
2020-05-19 02:20:03.499659,20.600000381469727,66.5999984741211
2020-05-19 02:25:03.329640,20.600000381469727,66.69999694824219
2020-05-19 02:30:05.345026,20.5,66.9000015258789
2020-05-19 02:35:02.805174,20.5,66.9000015258789
2020-05-19 02:40:05.931020,20.399999618530273,66.30000305175781
2020-05-19 02:45:03.483744,20.399999618530273,66.80000305175781
2020-05-19 02:50:03.589103,20.399999618530273,66.80000305175781
2020-05-19 02:55:03.150740,20.399999618530273,66.9000015258789
2020-05-19 03:00:03.478563,20.399999618530273,66.9000015258789
2020-05-19 03:05:02.961309,20.399999618530273,66.9000015258789
2020-05-19 03:10:02.806051,20.299999237060547,66.9000015258789
2020-05-19 03:15:05.595038,20.299999237060547,67.0
2020-05-19 03:20:03.687911,20.200000762939453,67.0
2020-05-19 03:25:05.469303,20.200000762939453,67.0
2020-05-19 03:30:05.554031,20.200000762939453,67.19999694824219
2020-05-19 03:35:10.742955,20.100000381469727,67.0999984741211
2020-05-19 03:40:03.563581,20.100000381469727,67.19999694824219
2020-05-19 03:45:11.284018,20.100000381469727,67.19999694824219
2020-05-19 03:50:03.593064,20.100000381469727,67.19999694824219
2020-05-19 03:55:05.420893,20.100000381469727,67.4000015258789
2020-05-19 04:00:08.431103,20.100000381469727,67.0999984741211
2020-05-19 04:05:03.303658,20.0,67.0
2020-05-19 04:10:06.039283,20.0,67.19999694824219
2020-05-19 04:15:02.903452,20.0,67.19999694824219
2020-05-19 04:20:02.925796,20.0,67.30000305175781
2020-05-19 04:25:02.905053,20.0,67.4000015258789
2020-05-19 04:30:03.465406,20.0,67.5
2020-05-19 04:35:05.663104,20.0,67.5
2020-05-19 04:40:03.368639,19.899999618530273,67.4000015258789
2020-05-19 04:45:03.168998,19.899999618530273,67.30000305175781
2020-05-19 04:50:03.672234,19.899999618530273,67.4000015258789
2020-05-19 04:55:02.853100,19.899999618530273,67.19999694824219
2020-05-19 05:00:03.245203,19.899999618530273,67.30000305175781
2020-05-19 05:05:05.896257,19.899999618530273,67.5
2020-05-19 05:10:03.718077,19.899999618530273,67.5
2020-05-19 05:15:11.232388,19.799999237060547,67.4000015258789
2020-05-19 05:20:03.034251,19.799999237060547,67.4000015258789
2020-05-19 05:25:13.058520,19.799999237060547,67.19999694824219
2020-05-19 05:30:03.294369,19.799999237060547,67.19999694824219
2020-05-19 05:35:16.030244,19.799999237060547,67.5999984741211
2020-05-19 05:40:03.117135,19.799999237060547,67.30000305175781
2020-05-19 05:45:03.259766,19.799999237060547,67.5
2020-05-19 05:50:03.547074,19.799999237060547,67.5999984741211
2020-05-19 05:55:05.514107,19.700000762939453,67.5999984741211
2020-05-19 06:00:07.882918,19.700000762939453,67.5
2020-05-19 06:05:02.998345,19.700000762939453,67.5
2020-05-19 06:10:08.383983,19.700000762939453,67.5
2020-05-19 06:15:03.535676,19.700000762939453,67.5
2020-05-19 06:20:06.251067,19.700000762939453,67.69999694824219
2020-05-19 06:25:04.501543,19.700000762939453,67.5999984741211
2020-05-19 06:30:03.404852,19.799999237060547,68.4000015258789
2020-05-19 06:35:05.593201,19.799999237060547,69.4000015258789
2020-05-19 06:40:05.331781,19.799999237060547,69.30000305175781
2020-05-19 06:45:03.590717,19.799999237060547,69.30000305175781
2020-05-19 06:50:06.042863,19.700000762939453,68.9000015258789
2020-05-19 06:55:10.823423,19.700000762939453,68.69999694824219
2020-05-19 07:00:03.036106,19.700000762939453,68.69999694824219
2020-05-19 07:05:03.380100,19.700000762939453,68.5
2020-05-19 07:10:03.346755,19.700000762939453,68.5
2020-05-19 07:15:05.754369,19.700000762939453,68.5
2020-05-19 07:20:05.733224,19.799999237060547,69.4000015258789
